NR_ZONA;NR_SECAO;DS_GENERO;DS_FAIXA_ETARIA;DS_GRAU_ESCOLARIDADE;DS_TIPO_DEFICIENCIA;;;;;;
411;252;FEMININO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;170;MASCULINO;35 a 39 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;342;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;196;MASCULINO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;196;MASCULINO;60 a 64 anos                  ;ANALFABETO;OUTROS;;;;;;
282;65;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;281;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;102;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;170;FEMININO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;539;MASCULINO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;189;FEMININO;21 a 24 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;170;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;188;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;436;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;66;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
282;15;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;340;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;468;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;407;MASCULINO;45 a 49 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;456;MASCULINO;55 a 59 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;383;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;6;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;318;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;699;MASCULINO;40 a 44 anos                  ;LE E ESCREVE;OUTROS;;;;;;
412;195;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;727;FEMININO;30 a 34 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;221;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;216;MASCULINO;60 a 64 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;15;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;148;MASCULINO;80 a 84 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;637;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;117;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;197;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;289;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;36;MASCULINO;60 a 64 anos                  ;ANALFABETO;OUTROS;;;;;;
411;45;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;292;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;174;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;197;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;132;MASCULINO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;235;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;289;MASCULINO;55 a 59 anos                  ;ANALFABETO;OUTROS;;;;;;
282;49;MASCULINO;70 a 74 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;190;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;207;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;117;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;168;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
127;500;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;117;FEMININO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;221;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;235;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;49;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;191;FEMININO;30 a 34 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;16;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;440;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;324;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;263;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;583;MASCULINO;35 a 39 anos                  ;LE E ESCREVE;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;493;FEMININO;80 a 84 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;8;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;43;FEMININO;65 a 69 anos                  ;ENSINO MEDIO INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;154;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;120;MASCULINO;60 a 64 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;210;FEMININO;65 a 69 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;6;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;319;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;61;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;435;FEMININO;40 a 44 anos                  ;ANALFABETO;OUTROS;;;;;;
412;348;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;239;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;692;MASCULINO;35 a 39 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;102;MASCULINO;65 a 69 anos                  ;ANALFABETO;OUTROS;;;;;;
412;266;FEMININO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;199;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;527;MASCULINO;18 anos                       ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
411;36;MASCULINO;85 a 89 anos                  ;ANALFABETO;OUTROS;;;;;;
411;292;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;15;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;37;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;214;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;318;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;49;FEMININO;50 a 54 anos                  ;LE E ESCREVE;DEFICIENCIA VISUAL;;;;;;
412;210;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;6;MASCULINO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;3;FEMININO;70 a 74 anos                  ;LE E ESCREVE;OUTROS;;;;;;
411;232;MASCULINO;40 a 44 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;672;FEMININO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;195;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
127;548;MASCULINO;50 a 54 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;77;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;49;FEMININO;65 a 69 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;291;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
282;120;MASCULINO;70 a 74 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;195;FEMININO;80 a 84 anos                  ;LE E ESCREVE;DEFICIENCIA VISUAL;;;;;;
412;389;MASCULINO;25 a 29 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;4;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICENCIA AUDITIVA;;;;;;
127;490;FEMININO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;362;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;120;FEMININO;60 a 64 anos                  ;ANALFABETO;DEFICENCIA AUDITIVA;;;;;;
412;248;FEMININO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;174;FEMININO;75 a 79 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
282;106;MASCULINO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;168;FEMININO;40 a 44 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;141;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;42;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;374;MASCULINO;70 a 74 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;131;FEMININO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;105;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;41;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;160;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
127;1;FEMININO;80 a 84 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;22;FEMININO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;645;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
412;166;FEMININO;30 a 34 anos                  ;SUPERIOR COMPLETO;DEFICENCIA AUDITIVA;;;;;;
127;292;MASCULINO;80 a 84 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;MASCULINO;30 a 34 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;289;MASCULINO;60 a 64 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;197;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;5;MASCULINO;45 a 49 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;170;MASCULINO;21 a 24 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;199;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;277;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;690;FEMININO;30 a 34 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;189;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;19;MASCULINO;50 a 54 anos                  ;ENSINO FUNDAMENTAL COMPLETO;OUTROS;;;;;;
282;141;MASCULINO;30 a 34 anos                  ;ANALFABETO;OUTROS;;;;;;
411;168;FEMININO;45 a 49 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;540;FEMININO;60 a 64 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;MASCULINO;75 a 79 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;3;MASCULINO;80 a 84 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
282;154;MASCULINO;40 a 44 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;143;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;405;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;209;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;88;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;483;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;36;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;102;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;641;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
411;203;FEMININO;50 a 54 anos                  ;LE E ESCREVE;DEFICIENCIA VISUAL;;;;;;
412;210;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;54;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;337;FEMININO;55 a 59 anos                  ;ANALFABETO;OUTROS;;;;;;
411;320;MASCULINO;30 a 34 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;196;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;169;MASCULINO;70 a 74 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;533;FEMININO;75 a 79 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;264;MASCULINO;19 anos                       ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
127;628;MASCULINO;70 a 74 anos                  ;ANALFABETO;OUTROS;;;;;;
411;377;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;440;MASCULINO;70 a 74 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
127;644;FEMININO;25 a 29 anos                  ;ENSINO MEDIO INCOMPLETO;OUTROS;;;;;;
411;196;FEMININO;21 a 24 anos                  ;ANALFABETO;OUTROS;;;;;;
411;36;FEMININO;65 a 69 anos                  ;LE E ESCREVE;OUTROS;;;;;;
127;130;FEMININO;75 a 79 anos                  ;SUPERIOR COMPLETO;DEFICENCIA AUDITIVA;;;;;;
127;341;FEMININO;90 a 94 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;37;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;130;MASCULINO;65 a 69 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;330;FEMININO;75 a 79 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;94;FEMININO;25 a 29 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
127;633;FEMININO;60 a 64 anos                  ;SUPERIOR INCOMPLETO;OUTROS;;;;;;
411;184;MASCULINO;70 a 74 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;245;FEMININO;50 a 54 anos                  ;LE E ESCREVE;DEFICIENCIA VISUAL;;;;;;
411;23;MASCULINO;70 a 74 anos                  ;ANALFABETO;OUTROS;;;;;;
282;116;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;130;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
282;79;FEMININO;50 a 54 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;37;MASCULINO;55 a 59 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;165;MASCULINO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;158;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;49;MASCULINO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;2;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;630;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA VISUAL;;;;;;
411;196;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA VISUAL;;;;;;
412;4;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;456;MASCULINO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;325;FEMININO;21 a 24 anos                  ;ENSINO MEDIO COMPLETO;DEFICENCIA AUDITIVA;;;;;;
412;32;FEMININO;35 a 39 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
127;14;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;130;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
127;607;MASCULINO;35 a 39 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA VISUAL;;;;;;
127;117;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;179;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;154;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
282;115;FEMININO;80 a 84 anos                  ;LE E ESCREVE;OUTROS;;;;;;
282;62;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;325;MASCULINO;21 a 24 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICENCIA AUDITIVA;;;;;;
411;200;FEMININO;70 a 74 anos                  ;ANALFABETO;OUTROS;;;;;;
411;169;FEMININO;60 a 64 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;6;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
412;194;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;601;MASCULINO;75 a 79 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;OUTROS;;;;;;
411;319;FEMININO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;1;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;174;FEMININO;30 a 34 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
411;37;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;2;MASCULINO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;219;FEMININO;21 a 24 anos                  ;ANALFABETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;115;MASCULINO;60 a 64 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;70;FEMININO;55 a 59 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA VISUAL;;;;;;
411;235;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;117;FEMININO;65 a 69 anos                  ;SUPERIOR COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;456;MASCULINO;17 anos                       ;ANALFABETO;OUTROS;;;;;;
282;108;MASCULINO;55 a 59 anos                  ;ANALFABETO;OUTROS;;;;;;
127;600;MASCULINO;65 a 69 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
412;210;MASCULINO;75 a 79 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
412;59;FEMININO;50 a 54 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
127;502;FEMININO;70 a 74 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;258;MASCULINO;65 a 69 anos                  ;LE E ESCREVE;DEFICIENCIA VISUAL;;;;;;
282;199;MASCULINO;40 a 44 anos                  ;ENSINO MEDIO COMPLETO;OUTROS;;;;;;
412;4;FEMININO;45 a 49 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
282;47;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
411;167;FEMININO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
412;280;FEMININO;55 a 59 anos                  ;ANALFABETO;DEFICIENCIA VISUAL;;;;;;
127;490;FEMININO;65 a 69 anos                  ;SUPERIOR INCOMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;717;FEMININO;55 a 59 anos                  ;LE E ESCREVE;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;435;MASCULINO;40 a 44 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DIFICULDADE PARA O EXERCICIO DO VOTO;;;;;;
411;225;FEMININO;55 a 59 anos                  ;LE E ESCREVE;DEFICIENCIA VISUAL;;;;;;
411;174;FEMININO;60 a 64 anos                  ;SUPERIOR COMPLETO;OUTROS;;;;;;
412;194;MASCULINO;65 a 69 anos                  ;ENSINO MEDIO COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
127;668;MASCULINO;60 a 64 anos                  ;ENSINO FUNDAMENTAL COMPLETO;DEFICIENCIA DE LOCOMOCAO;;;;;;
